id,book_id,title,authors,original_publication_year,average_rating,ratings_count
4752,28477789,Stuck-Up Suit,"Vi Keeland, Penelope Ward",2016,4.14,22609
4753,189147,"To Your Scattered Bodies Go (Riverworld, #1)",Philip José Farmer,1971,3.94,22741
4754,114132,Midnight Bayou,Nora Roberts,2001,3.96,25476
4755,12967,Winter's Tale,Mark Helprin,1983,3.5,19932
4756,106646,The Doomsday Conspiracy,Sidney Sheldon,1991,3.59,17093
4757,201175,"Rapture in Death (In Death, #4)","J.D. Robb, Susan Ericksen",1996,4.26,26184
4758,161744,Common Sense,Thomas Paine,1776,3.97,16864
4759,54529,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,Adeline Yen Mah,1997,3.88,19598
4760,3338544,رحلتي من الشك إلى الإيمان,مصطفى محمود,1970,4.03,16854
4761,13416236,"Whispers at Moonrise (Shadow Falls, #4)",C.C. Hunter,2012,4.38,28430
4762,7148931,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,2000,3.76,15007
4763,58314,The Elementary Particles,"Michel Houellebecq, Frank Wynne",1998,3.78,13577
4764,17314410,"Beauty from Surrender (Beauty, #2)",Georgia Cates,2013,4.13,31623
4765,224410,Dracula (Marvel Illustrated),"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",2005,3.93,14660
4766,207266,"The Adventures of Captain Underpants (Captain Underpants, #1)",Dav Pilkey,1997,3.84,22535
4767,13435889,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",Paul Tough,2012,3.91,16402
4768,149049,The Fountains of Paradise,Arthur C. Clarke,1979,3.96,20012
4769,98920,The Bastard of Istanbul,Elif Shafak,2006,3.79,14215
4770,17237214,Two Boys Kissing,David Levithan,2013,4.11,24587
4771,5171894,"The Doomsday Key (Sigma Force, #6)",James Rollins,,4.16,19510
4772,21726,The Ruins,Scott B. Smith,2006,3.5,21613
4773,336245,"A Dangerous Path (Warriors, #5)",Erin Hunter,2004,4.42,26126
4774,543339,"Dances with Wolves (Dances with Wolves, #1)",Michael Blake,1988,4.19,19133
4775,153779,"Bloodhound (Beka Cooper, #2)",Tamora Pierce,2009,4.26,29414
4776,6122735,"The Night Angel Trilogy (Night Angel, #1-3)",Brent Weeks,2009,4.42,17523
4777,426025,A Rose for Emily and Other Stories,William Faulkner,1930,4.06,22629
4778,5883777,The Holy Bible: English Standard Version,Anonymous,2001,4.66,17863
4779,321545,"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",Ellis Peters,1977,3.99,23590
4780,233389,The Lives of the Artists,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1550,3.78,18288
4781,84139,"Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)",Sherrilyn Kenyon,2005,4.34,32491
4782,4935682,"Syren (Septimus Heap, #5)",Angie Sage,2009,4.1,25245
4783,5558786,"Metro 2033 (METRO, #1)","Dmitry Glukhovsky, M. David Drevs",2005,3.98,15858
4784,5396496,The Slap,Christos Tsiolkas,2008,3.16,18037
4785,207781,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art (Icon Editions)","Robert Henri, Forbes Watson, Margery A. Ryerson",1929,3.87,16333
4786,17171909,"Brilliance (Brilliance Saga, #1)",Marcus Sakey,2013,3.95,11235
4787,26583370,Life and Other Near-Death Experiences,Camille Pagán,2015,3.82,19073
4788,9799,The Fortress of Solitude,Jonathan Lethem,2003,3.87,15100
4789,379316,The Darkest Evening of the Year,Dean Koontz,2007,3.71,21297
4790,18077769,"Authority (Southern Reach, #2)",Jeff VanderMeer,2014,3.55,18430
4791,277190,"The Wrath of Mulgarath (The Spiderwick Chronicles, #5)","Holly Black, Tony DiTerlizzi",2004,3.92,28129
4792,11101772,The Scrapbook of Frankie Pratt,Caroline Preston,2011,3.72,20508
4793,251762,Bee Season,Myla Goldberg,2000,3.55,21160
4794,182012,"Indelible (Grant County, #4)",Karin Slaughter,2004,4.19,20930
4795,236208,Night Chills,Dean Koontz,1976,3.86,20424
4796,29254,Be Here Now,"Ram Dass, Richard Alpert",1971,4.27,18275
4797,6530,"Trace (Kay Scarpetta, #13)",Patricia Cornwell,2004,3.76,23287
4798,1279686,"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,2007,4.34,16498
4799,291354,"The Ruby Knight (The Elenium, #2)",David Eddings,1990,3.96,24586
4800,32638,The Thief of Always,Clive Barker,1992,4.18,19799
4801,715791,"Kiss of Crimson (Midnight Breed, #2)",Lara Adrian,2007,4.17,31897
4802,2653622,"The Keepsake (Rizzoli & Isles, #7)",Tess Gerritsen,2008,4.09,21829
4803,17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,2013,4.06,20539
4804,25564446,"The Air He Breathes (Elements, #1)",Brittainy C. Cherry,2015,4.2,22217
4805,3585344,Kiss of a Demon King (Immortals After Dark #7),Kresley Cole,2009,4.35,31111
4806,478951,"The Bonehunters (Malazan Book of the Fallen, #6)",Steven Erikson,2006,4.42,20359
4807,16119079,"Forever My Girl (The Beaumont Series, #1)",Heidi McLaughlin,2012,4.04,32853
4808,22341276,"The Glass Magician (The Paper Magician Trilogy, #2)",Charlie N. Holmberg,2014,3.87,13650
4809,10098912,Chanakya's Chant,Ashwin Sanghi,2010,3.68,15474
4810,12467,The Naked and the Dead,Norman Mailer,1948,3.94,18912
4811,35100,Battle Cry of Freedom,James M. McPherson,1988,4.32,19132
4812,646056,The Little Mermaid,"Michael Teitelbaum, Sue DiCicco",1989,4.36,21994
4813,86424,Lifeguard,"James Patterson, Andrew Gross",2005,3.76,20053
4814,7783920,Because of Mr. Terupt,Rob Buyea,2010,4.34,20632
4815,37739,Blubber,Judy Blume,1974,3.78,25402
4816,7954556,"One Grave at a Time (Night Huntress, #6)",Jeaniene Frost,2011,4.25,34506
4817,9897164,"Apollyon (Covenant, #4)",Jennifer L. Armentrout,2013,4.4,31942
4818,6202661,"I Heart New York (I Heart, #1)",Lindsey Kelk,2009,3.84,19491
4819,2213324,"Airhead (Airhead, #1)",Meg Cabot,2008,3.77,32457
4820,25190,"Beauty's Release (Sleeping Beauty, #3)","A.N. Roquelaure, Anne Rice",1985,3.71,22424
4821,3389671,"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",Beth Fantaskey,2000,3.85,32763
4822,26596,"Complete Poems, 1904-1962",E.E. Cummings,1991,4.35,18662
4823,1635,Execution: The Discipline of Getting Things Done,"Larry Bossidy, Ram Charan, Charles Burck",2009,3.83,18065
4824,20663702,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Caitlin Doughty,2014,4.04,10979
4825,7096123,"The Rembrandt Affair (Gabriel Allon, #10)",Daniel Silva,2010,4.26,18957
4826,15730101,The Call of Cthulhu,H.P. Lovecraft,1928,4.05,17199
4827,373915,20th Century Ghosts,"Joe Hill, Christopher Golden",2005,3.95,21987
4828,6819,Ghostwritten,David Mitchell,1999,4.06,17900
4829,21219083,The One That Got Away,Simon Wood,2015,3.77,17367
4830,8709528,"The Ruby Circle (Bloodlines, #6)",Richelle Mead,2015,4.22,29260
4831,5983694,Where the Mountain Meets the Moon,Grace Lin,2009,4.24,24371
4832,125190,"Swallows and Amazons (Swallows and Amazons, #1)",Arthur Ransome,1930,3.98,21716
4833,9442157,"Rock Hard (Sinners on Tour, #2)",Olivia Cunning,2011,4.11,35676
4834,20525628,How to Build a Girl,Caitlin Moran,2014,3.69,16981
4835,1407874,"Sang Pemimpi (Tetralogi Laskar Pelangi, #2)",Andrea Hirata,2006,4.09,12998
4836,28116,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,A.J. Jacobs,2004,3.77,22226
4837,15811495,"Touch & Go (Tessa Leoni, #2)",Lisa Gardner,2013,4.05,19016
4838,126807,The Double Bind,Chris Bohjalian,2007,3.62,22067
4839,9751378,Summer Rental,Mary Kay Andrews,2011,3.78,20723
4840,23553419,The Ice Twins,S.K. Tremayne,2015,3.68,16718
4841,17899696,"The Edge of Always (The Edge of Never, #2)",J.A. Redmerski,2013,4.02,17532
4842,2873,The Virgin Blue,Tracy Chevalier,1997,3.65,23484
4843,15797397,Salt Sugar Fat: How the Food Giants Hooked Us,Michael Moss,2013,3.98,18542
4844,225038,"Half Magic (Tales of Magic, #1)","Edward Eager, N.M. Bodecker",1954,3.94,28580
4845,7090785,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)","Steve Hockensmith, Jane Austen, Patrick Arrasmith",2007,3.47,20207
4846,7180727,"Live to Tell (Detective D.D. Warren, #4)",Lisa Gardner,2010,4.18,21984
4847,825081,Lilly's Purple Plastic Purse,Kevin Henkes,1996,4.2,24247
4848,368916,"84, Charing Cross Road",Helene Hanff,1970,4.19,26899
4849,5153799,"Father Mine (Black Dagger Brotherhood, #6.5)",J.R. Ward,2008,4.51,32178
4850,14572,Peace Is Every Step: The Path of Mindfulness in Everyday Life,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",1990,4.34,19152
4851,6686671,"Electric Daisy, Vol. 1 (Dengeki Daisy, #1)",Kyousuke Motomi,2007,4.3,20880
4852,29868610,Scrappy Little Nobody,Anna Kendrick,2016,3.91,28719
4853,24429934,The Einstein Prophecy,Robert Masello,2015,3.58,19019
4854,7307795,"Started Early, Took My Dog (Jackson Brodie, #4)",Kate Atkinson,2010,3.89,21662
4855,107032,Batman: A Death in the Family,"Jim Starlin, Jim Aparo, Mike DeCarlo",1988,4.05,19765
4856,16085517,TransAtlantic,Colum McCann,2013,3.81,18065
4857,6871616,"Eternal Kiss of Darkness (Night Huntress World, #2)",Jeaniene Frost,2010,4.21,31967
4858,129117,"The Spellman Files (The Spellmans, #1)",Lisa Lutz,2007,3.88,23788
4859,32626,Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,1984,4.16,20228
4860,294046,"The Judas Strain (Sigma Force, #4)",James Rollins,2007,4.15,20976
4861,33333,Searching for God Knows What,Donald Miller,2000,3.92,19383
4862,30122,The Missing Piece,Shel Silverstein,1976,4.27,21207
4863,56842,Fatherland,Robert   Harris,1992,3.96,18917
4864,7132363,"Freedom™ (Daemon, #2)",Daniel Suarez,2010,4.27,12456
4865,92508,The Bridge of San Luis Rey,Thornton Wilder,1927,3.8,22003
4866,1772910,White Nights,Fyodor Dostoyevsky,1848,4.05,13405
4867,5215879,"Skin Trade (Anita Blake, Vampire Hunter #17)",Laurell K. Hamilton,2009,3.9,29261
4868,481749,Jesus the Christ,James E. Talmage,1915,4.63,17179
4869,1693617,Disney's the Lion King,Don Ferguson,1994,4.49,19553
4870,31168,Shirley,"Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox",1849,3.71,22562
4871,114129,"Born in Ice (Born In Trilogy, #2)",Nora Roberts,1995,4.13,26219
4872,9569,Villa Incognito,Tom Robbins,2003,3.65,14206
4873,22237161,The Sellout,Paul Beatty,2015,3.8,21733
4874,21325,"Fables, Vol. 4: March of the Wooden Soldiers","Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",2004,4.29,23624
4875,28077464,Night School,"Lee Child, Dick Hill",2016,3.96,11181
4876,9578677,"The Silent Girl (Rizzoli & Isles, #9)",Tess Gerritsen,2011,4.13,21444
4877,11301,Horton Hatches the Egg,Dr. Seuss,1940,4.14,29676
4878,17733861,"A Shade of Blood (A Shade of Vampire, #2)",Bella Forrest,,4.01,24757
4879,15827066,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,"Jenna Miscavige Hill, Lisa Pulitzer",2013,3.72,12643
4880,73945,Apology,"Plato, James J. Helm",-390,4.15,18261
4881,102953,"Preacher, Volume 3: Proud Americans","Garth Ennis, Steve Dillon, Penn Jillette",1997,4.27,19451
4882,12880428,"The Wolf Gift (The Wolf Gift Chronicles, #1)",Anne Rice,2012,3.52,19008
4883,867650,The Little Red Hen (Little Golden Book),"Diane Muldrow, J.P. Miller",1954,4.2,22932
4884,10875239,Lethal,Sandra Brown,2011,4.04,20353
4885,3974,The Terror,Dan Simmons,2007,4,21225
4886,773606,Madeline's Rescue,Ludwig Bemelmans,1953,4.24,24495
4887,6694937,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime","John Heilemann, Mark Halperin",2010,4.1,16800
4888,659622,"Garden of Shadows (Dollanganger, #5)",V.C. Andrews,1987,3.88,23139
4889,10599805,"A Perfect Blood (The Hollows, #10)",Kim Harrison,2012,4.38,26455
4890,124524,Joni: An Unforgettable Story,"Joni Eareckson Tada, Joe Musser",1976,4.23,20191
4891,93768,"War of the Twins (Dragonlance: Legends, #2)","Margaret Weis, Tracy Hickman",1986,4.11,21559
4892,7856305,"Cross Fire (Alex Cross, #17)",James Patterson,2010,4.04,20407
4893,148821,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Ross King,2000,3.84,17931
4894,582533,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,Shakti Gawain,1978,4.13,17811
4895,40329,"Metro Girl (Alex Barnaby, #1)",Janet Evanovich,2004,3.6,27115
4896,25454883,"Never Never: Part Three (Never Never, #3)","Colleen Hoover, Tarryn Fisher",2016,3.48,26749
4897,9565045,"Second Grave on the Left (Charley Davidson, #2)",Darynda Jones,2011,4.29,30926
4898,33609,Katherine,"Anya Seton, Philippa Gregory",1954,4.18,22577
4899,828387,A Short History of Tractors in Ukrainian,Marina Lewycka,2005,3.37,18204
4900,22693182,Where They Found Her,Kimberly McCreight,2015,3.83,19429
4901,125925,"Industrial Magic (Women of the Otherworld, #4)",Kelley Armstrong,2004,4.12,27521
4902,74256,"Le Petit Nicolas (Le petit Nicolas, #1)","René Goscinny, Jean-Jacques Sempé",1959,4.13,24796
4903,18867685,"The Atlantis Plague (The Origin Mystery, #2)",A.G. Riddle,2013,3.88,7905
4904,42512,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,"Harold G. Moore, Joseph L. Galloway",1991,4.29,18688
4905,92367,Whiteout,Ken Follett,2004,3.54,18791
4906,568236,A Distant Mirror:  The Calamitous 14th Century,Barbara W. Tuchman,1978,4.11,21776
4907,28899,Heat,Mike Lupica,2006,3.97,16579
4908,900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,2005,3.73,16698
4909,64864,"N is for Noose (Kinsey Millhone, #14)",Sue Grafton,1998,3.97,24658
4910,8476248,Just Like Heaven (Smythe-Smith Quartet #1),Julia Quinn,2011,3.93,14300
4911,6443349,"Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)","Rick Riordan, Tk",2009,4.57,19555
4912,11720382,"Catch Me (Detective D.D. Warren, #6)",Lisa Gardner,2012,4.17,21486
4913,233044,"The Shop on Blossom Street (Blossom Street, #1)",Debbie Macomber,2003,4.04,22861
4914,239102,"Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)",R.A. Salvatore,1992,4.12,18305
4915,93788,"Night Fall (John Corey, #3)",Nelson DeMille,2004,4.07,18761
4916,8967,"Trials of Death (Cirque Du Freak, #5)",Darren Shan,2001,4.25,22157
4917,7144426,"The Bourne Objective (Jason Bourne, #8)","Eric Van Lustbader, Robert Ludlum",2010,4.07,16294
4918,27252717,"The Score (Off-Campus, #3)",Elle Kennedy,2016,4.27,32709
4919,289644,"Even Now (Lost Love, #1)",Karen Kingsbury,2005,4.26,18120
4920,3121162,Testimony,Anita Shreve,2008,3.54,21977
4921,11544421,"Magic Rises (Kate Daniels, #6)",Ilona Andrews,2013,4.49,29556
4922,9970042,"Whispers Under Ground (Peter Grant, #3)",Ben Aaronovitch,2012,4.16,15946
4923,18453095,"Unlucky 13 (Women’s Murder Club, #13)","James Patterson, Maxine Paetro",2014,3.94,16005
4924,99610,The Best Laid Plans,Sidney Sheldon,1997,3.66,17173
4925,2855034,Nation,Terry Pratchett,2008,4.05,22466
4926,114162,"Secrets of a Summer Night (Wallflowers, #1)",Lisa Kleypas,2004,4.05,33026
4927,456028,"Red: The Heroic Rescue (The Circle, #2)",Ted Dekker,2004,4.3,19896
4928,10680329,"A Trick of the Light (Chief Inspector Armand Gamache, #7)",Louise Penny,2011,4.29,20932
4929,17455585,"White Hot Kiss (The Dark Elements, #1)",Jennifer L. Armentrout,2014,4.28,27848
4930,1717890,Pandora Hearts 1巻,"Jun Mochizuki, 望月淳",2006,4.2,19222
4931,32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,1931,4.25,19586
4932,6340016,Lit,Mary Karr,2008,3.88,17964
4933,465904,"Dragonsdawn (Pern, #9)",Anne McCaffrey,1988,4.17,25824
4934,6596547,Mockingbird,Kathryn Erskine,2010,4.18,21138
4935,13489517,28 حرف,أحمد حلمي,2012,3.1,15708
4936,107195,I Kissed Dating Goodbye,Joshua Harris,1996,3.61,17121
4937,903,"The Egypt Game (Game, #1)",Zilpha Keatley Snyder,1967,3.81,26657
4938,277397,Ellen Foster,Kaye Gibbons,1987,3.75,23327
4939,22904,The Complete Stories,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",1946,4.34,18314
4940,1059680,Veganomicon: The Ultimate Vegan Cookbook,"Isa Chandra Moskowitz, Terry Hope Romero",2007,3.98,19359
4941,260025,"Test of the Twins (Dragonlance: Legends, #3)","Margaret Weis, Tracy Hickman",1986,4.16,21047
4942,48467,Wise Blood,Flannery O'Connor,1952,3.88,18053
4943,220826,Kürk Mantolu Madonna,Sabahattin Ali,1943,4.49,19806
4944,187124,"Running with the Demon (Word & Void, #1)",Terry Brooks,1997,3.95,21209
4945,223838,In His Steps,Charles M. Sheldon,1896,4.15,18254
4946,10790516,Lothaire (Immortals After Dark #12),Kresley Cole,2012,4.43,30304
4947,515905,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",Mo Willems,2007,4.28,23396
4948,2260637,"The Whole Truth (A. Shaw, #1)",David Baldacci,2008,4,19171
4949,2659997,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs","Elissa Wall, Lisa Pulitzer",2008,3.89,19468
4950,11178225,Out of the Easy,Ruta Sepetys,2013,4.05,25913
4951,2182780,Batman: The Man Who Laughs,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",2005,4.09,16933
4952,273511,"Midnight (Warriors: The New Prophecy, #1)",Erin Hunter,2005,4.26,24650
4953,18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,2014,4.2,19492
4954,11051889,"The Fallen Star (Fallen Star, #1)",Jessica Sorensen,2011,3.91,19786
4955,228990,"The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",Stephen R. Donaldson,1977,3.99,20039
4956,2063563,My Booky Wook,Russell Brand,2007,3.42,16553
4957,18527947,"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",Nora Roberts,2014,4,17155
4958,10909804,Just My Type: A Book About Fonts,Simon Garfield,2010,3.79,22046
4959,3492020,"Promises in Death (In Death, #28)",J.D. Robb,2009,4.4,24115
4960,23534,Love Is a Dog from Hell,Charles Bukowski,1977,4.16,19471
4961,19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,2015,4.31,20185
4962,13568322,The Zombie Room,R.D. Ronald,2012,3.61,14302
4963,67931,The Analyst,John Katzenbach,2002,4.12,11685
4964,2113260,Shades of Grey,Jasper Fforde,2009,4.14,22788
4965,33569,"That Was Then, This Is Now",S.E. Hinton,1971,3.89,22946
4966,6164358,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)","Trenton Lee Stewart, Del Roy",2009,4.28,23448
4967,10149142,The Family Fang,Kevin    Wilson,2011,3.6,18214
4968,10907,The Pursuit of Happyness,Chris Gardner,2006,4.17,18492
4969,7147831,Min kamp 1 (Min kamp #1),Karl Ove Knausgård,2009,4.08,7886
4970,8517008,"A Red Herring Without Mustard (Flavia de Luce, #3)",Alan Bradley,2011,4.07,26160
4971,18728,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,1994,4.2,26004
4972,414298,Straight Man,Richard Russo,1997,4.02,19358
4973,10739,The Moviegoer,Walker Percy,1961,3.7,18655
4974,87346,The Cherry Orchard,"Anton Chekhov, Tom    Murphy",1904,3.68,18914
4975,4835838,"11 Birthdays (Willow Falls, #1)",Wendy Mass,2009,4.18,22339
4976,7329,Unfinished Tales of Númenor and Middle-Earth,"J.R.R. Tolkien, Christopher Tolkien",1980,3.93,18402
4977,9461872,"Sisterhood Everlasting (Sisterhood, #5)",Ann Brashares,2011,3.9,25849
4978,349090,Infinity Welcomes Careful Drivers (Red Dwarf #1),Grant Naylor,1989,4.03,19773
4979,33459,Coyote Blue,Christopher Moore,1994,3.75,19901
4980,2501455,فوضى الحواس,"أحلام مستغانمي, Ahlam Mosteghanemi",1997,3.83,16337
4981,87665,Orthodoxy,G.K. Chesterton,1908,4.23,18303
4982,426625,Fancy Nancy,"Jane O'Connor, Robin Preiss Glasser",2005,4.15,21619
4983,3692,The Heart of the Matter,Graham Greene,1948,3.98,19149
4984,21535019,"The Long Haul (Diary of a Wimpy Kid, #9)",Jeff Kinney,2014,4.33,21822
4985,169871,"Talking to Dragons (Enchanted Forest Chronicles, #4)","Patricia C. Wrede, Peter de Sève",1985,4.19,27948
4986,2029176,Sail,"James Patterson, Howard Roughan",2008,3.8,20932
4987,23301545,The Sleeper and the Spindle,"Neil Gaiman, Chris Riddell",2014,3.9,20889
4988,18114142,A Fall of Marigolds,Susan Meissner,2014,4.04,17015
4989,18750,"Beauty's Punishment (Sleeping Beauty, #2)","A.N. Roquelaure, Anne Rice",1984,3.62,20867
4990,285011,"The Negotiator (O'Malley, #1)",Dee Henderson,2000,4.32,20278
4991,13041934,Can Love Happen Twice?,Ravinder Singh,2011,3.31,15668
4992,3124249,"A Lion Among Men (The Wicked Years, #3)","Gregory Maguire, Douglas Smith",2008,3.29,21794
4993,43908,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",Raymond E. Feist,1994,4.02,20847
4994,11466,This Boy's Life,Tobias Wolff,1989,3.98,19981
4995,3993839,"Patient Zero (Joe Ledger, #1)",Jonathan Maberry,2009,3.98,19852
4996,545951,Death Comes for the Archbishop,Willa Cather,1927,3.88,21343
4997,7942786,"Fair Game (Alpha & Omega, #3)",Patricia Briggs,2012,4.34,28322
4998,17312201,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",Rick Riordan,2013,4.26,21691
4999,52823,Tartuffe,"Molière, Martin Sorrell",1664,3.66,21061
5000,4701550,Passion Unleashed (Demonica #3),Larissa Ione,2009,4.32,28493
5001,1896346,"High School Debut, Vol. 01 (High School Debut, #1)",Kazune Kawahara,2004,4.11,21210
5002,10400407,في ديسمبر تنتهي كل الأحلام,أثير عبدالله النشمي,2011,3.33,16479
5003,386234,Just for You (Little Critter),Mercer Mayer,1975,4.25,22965
5004,294047,Amazonia,James Rollins,2002,4.11,20410
5005,46674,Feeling Good: The New Mood Therapy,David D. Burns,1980,3.95,17065
5006,114184,Blue Smoke,Nora Roberts,2005,3.97,24366
5007,6528,"Predator (Kay Scarpetta, #14)",Patricia Cornwell,2005,3.67,21668
5008,720298,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,1986,4.13,18340
5009,254308,Oblomov,"Ivan Goncharov, Stephen Pearl, Galya Diment",1859,4,18458
5010,198332,"Inca Gold (Dirk Pitt, #12)",Clive Cussler,1994,3.96,20297
5011,18167006,Delicious!,Ruth Reichl,2014,3.75,17657
5012,6496815,NurtureShock: New Thinking About Children,"Po Bronson, Ashley Merryman",2008,4.04,17310
5013,1849,"Wild Fire (John Corey, #4)",Nelson DeMille,2006,3.99,18529
5014,154423,Two Little Girls in Blue,Mary Higgins Clark,2006,3.85,20727
5015,589979,"Daughter of the Empire (The Empire Trilogy, #1)","Raymond E. Feist, Janny Wurts",1987,4.24,24055
5016,688191,"Everlost (Skinjacker, #1)",Neal Shusterman,2006,3.94,24506
5017,8534799,Dreams of a Dark Warrior (Immortals After Dark #11),Kresley Cole,2011,4.39,28315
5018,7824997,"Theodore Boone: Kid Lawyer (Theodore Boone, #1)","John Grisham, Richard Thomas",2010,3.72,19284
5019,34072,"Jimmy Corrigan, the Smartest Kid on Earth",Chris Ware,2000,4.1,17128
5020,39980,"A Year Down Yonder (A Long Way from Chicago, #2)",Richard Peck,2000,4.1,23310
5021,16163690,"Own the Wind (Chaos, #1)",Kristen Ashley,2013,4.22,38673
5022,4516,Marina,Carlos Ruiz Zafón,1999,3.99,18260
5023,7135858,My Name Is Memory,Ann Brashares,2010,3.7,23498
5024,15054,Written on the Body,Jeanette Winterson,1992,4.08,18203
5025,7849341,"Tiger's Voyage (The Tiger Saga, #3)",Colleen Houck,2011,4.35,24495
5026,605015,"Dead and Alive (Dean Koontz's Frankenstein, #3)",Dean Koontz,2009,4.01,18310
5027,4591,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,1999,4.02,17684
5028,53580,The Going-To-Bed Book,Sandra Boynton,1982,4.22,21078
5029,112675,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",Louise Rennison,2001,3.97,24077
5030,27526,"Desecration (Left Behind, #9)","Tim LaHaye, Jerry B. Jenkins",2001,4,19562
5031,18114068,Redeployment,Phil Klay,2014,3.98,15597
5032,6512140,Going Bovine,Libba Bray,2009,3.65,26259
5033,25807,The Postman Always Rings Twice,James M. Cain,1934,3.81,19416
5034,6555517,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",Carrie Ryan,2010,3.91,26347
5035,9530,Shadow Divers,Robert Kurson,2004,4.26,16917
5036,8293938,Moon Over Manifest,Clare Vanderpool,2010,4.02,23298
5037,77103,The Glass Palace,Amitav Ghosh,2000,3.94,16535
5038,10710392,Chopsticks,"Jessica Anthony, Rodrigo Corral",2012,3.72,18375
5039,21853628,Every Fifteen Minutes,Lisa Scottoline,2015,3.72,16765
5040,16279856,"The Eye of Minds (The Mortality Doctrine, #1)",James Dashner,2013,3.85,22637
5041,140278,"4:50 from Paddington (Miss Marple, #8)",Agatha Christie,1957,3.92,23416
5042,74036,"Ceremony in Death (In Death, #5)",J.D. Robb,1997,4.26,25093
5043,18373214,"Cockroaches (Harry Hole, #2)","Jo Nesbø, Don Bartlett",1998,3.71,14717
5044,140078,"Grave Surprise (Harper Connelly, #2)",Charlaine Harris,2006,3.88,27905
5045,3304,"City of the Beasts (Eagle and Jaguar, #1)","Isabel Allende, Margaret Sayers Peden",2002,3.69,15497
5046,2364284,أولاد حارتنا,"Naguib Mahfouz, نجيب محفوظ",1959,4.1,14860
5047,68497,"The Scar (Bas-Lag, #2)",China Miéville,2002,4.15,20745
5048,23225,"Haunted (The Mediator, #5)",Meg Cabot,2003,4.15,29460
5049,28553,"Dragondrums (Harper Hall, #3)",Anne McCaffrey,1979,4.04,25473
5050,9545064,The Story of Beautiful Girl,Rachel Simon,2011,3.92,19655
5051,18646,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Dava Sobel,1999,3.74,21260
5052,42692,Mila 18,Leon Uris,1961,4.27,19323
5053,11391817,Drawing from Memory,Allen Say,2011,3.81,21137
5054,1330324,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh,2008,3.93,15499
5055,99245,Nightfall,"Isaac Asimov, Robert Silverberg",1970,4.01,21683
5056,18005,How I Became a Pirate,"Melinda Long, David Shannon",2003,4.07,21554
